Album,Album ID,Release Date,Track Number,Disc Number,Track Name,Track ID,Explicit,Duration,Primary Artist,Featured Artists,Total Artists,Popularity,Genius Track ID,Lyrics,Word Count,peak_pos,wks_on_chart,Charted
My Beautiful Dark Twisted Fantasy,20r762YmB5HeofjMCiPMLv,2010-11-22,5,1,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,True,299613,Kanye West,,1,80,1781,"[Produced by Kanye West; Co-Produced by Jeff Bhasker]

[Intro: Choir]
All of the lights
Lights, lights
All of the lights

[Chorus: Rihanna]
Turn up the lights in here, baby
Extra bright, I want y'all to see this
Turn up the lights in here, baby
You know what I need, want you to see everything
Want you to see all of the lights

[Post-Chorus: Elly Jackson & Rihanna]
Fast cars, shooting stars
All of the lights, all of the lights
Until it's Vegas everywhere we are (All of the lights)
If you want it, you can get it for the rest of your life
If you want it, you can get it for the rest of your life

[Verse 1: Kanye West]
Somethin' wrong, I hold my head
MJ gone, our nigga dead
I slapped my girl, she called the feds
I did that time and spent that bread
I'm heading home, I'm almost there
I'm on my way, heading up the stairs
To my surprise, a nigga replacing me
I had to take him to that ghetto university

[Pre-Chorus: Kanye West]
(All of the lights), lights
Cop lights, flashlights, spotlights
Strobe lights, street lights (All of the lights, all of the lights)
Fast life, drug life, thug life
Rock life every night (All of the lights)

[Chorus: Rihanna]
Turn up the lights in here, baby
Extra bright, I want y'all to see this
Turn up the lights in here, baby
You know what I need, want you to see everything
Want you to see all of the lights

[Verse 2: Kanye West]
Restraining order, can't see my daughter
Her mother, brother, grandmother hate me in that order
Public visitation, we met at Borders
Told her she take me back, I'll be more supportive
I made mistakes, I bumped my head
Them courts sucked me dry, I spent that bread
She need her daddy, baby, please
Can't let her grow up in that ghetto university

[Pre-Chorus: Kanye West]
(All of the lights), lights
Cop lights, flashlights, spotlights
Strobe lights, street lights (All of the lights, all of the lights)
Fast life, drug life, thug life
Rock life every night (All of the lights)

[Chorus: Rihanna]
Turn up the lights in here, baby
Extra bright, I want y'all to see this
Turn up the lights in here, baby
You know what I need, want you to see everything
Want you to see all of the lights

[Bridge: Kid Cudi]
Gettin' mine, baby
Gotta let these niggas know, yeah
Gettin' right, babe
You should go and get your own
Gettin' mine, baby
Gotta let these niggas know, yeah
Gettin' right, babe
You should go and get your own

[Verse 3: Fergie, 
Rihanna
 & 
Drake
]
Unemployment line, credit card declined
Did I not mention I was about to lose my mind?
And also was about to do that line
'Kay, okay, you know we going all the way this time
We going all the way this time
We going all the way this time
We going all the way this time
We going all the way this time

[Chorus: Choir]
Turn up the lights in here, baby
Extra bright, I want y'all to see this
Turn up the lights in here, baby
You know what I need, want you to see everything
Want you to see all of the lights

[Outro: Alicia Keys & 
Elton John
]
Woah, woah
(
I tried to tell you, but all I could say was oh
)
Woah, woah
(
I tried to tell you, but all I could say was oh
)
Woah, woah
(
I tried to tell you, but all I could say was oh
)
Woah, woah
(
I tried to tell you, but all I could say
)",626,18.0,25.0,True
My Beautiful Dark Twisted Fantasy,20r762YmB5HeofjMCiPMLv,2010-11-22,3,1,POWER,2gZUPNdnz5Y45eiGxpHGSc,True,292093,Kanye West,,1,79,510,"[Produced by Andrew Dawson, Jeff Bhasker, Kanye West, Mike Dean & S1]

[Intro: Kanye West]
I'm living in that 21st century, doing something mean to it
Do it better than anybody you ever seen do it
Screams from the haters got a nice ring to it
I guess every superhero need his theme music

[Chorus: Kanye West]
No one man should have all that power
The clock’s ticking, I just count the hours
Stop tripping, I'm tripping off the power
(
21st-century schizoid man
)

[Verse 1: Kanye West]
The system broken, the school's closed, the prison's open
We ain't got nothing to lose, motherfucker, we rolling
Huh? Motherfucker, we rolling
With some light-skinned girls and some Kelly Rowlands
In this white man world, we the ones chosen
So goodnight, cruel world, I'll see you in the morning
Huh? I'll see you in the morning
This is way too much, I need a moment

[Chorus: Kanye West]
No one man should have all that power
The clock's ticking, I just count the hours
Stop tripping, I'm tripping off the power
'Til then, fuck that, the world's ours
And they say, and they say
And they say, and they say
And they say, and they say
(
21st-century schizoid man
)

[Verse 2: Kanye West]
Fuck SNL and the whole cast
Tell them Yeezy said they can kiss my whole ass
More specifically, they can kiss my asshole
I'm an asshole? You niggas got jokes
You short-minded niggas' thoughts is Napoleon
My furs is Mongolian, my ice brought the goalies in
I embody every characteristic of the egotistic
He knows he's so fuckin' gifted
I just needed time alone with my own thoughts
Got treasures in my mind, but couldn't open up my own vault
My childlike creativity, purity, and honesty
Is honestly being crowded by these grown thoughts
Reality is catching up with me
Taking my inner child, I'm fighting for custody
With these responsibilities that they entrusted me
As I look down at my diamond-encrusted piece

[Chorus: Kanye West]
Thinking no one man should have all that power
The clock's ticking, I just count the hours
Stop tripping, I'm tripping off the powder
'Til then, fuck that, the world’s ours
And they say, and they say
And they say, and they say
And they say, and they say
(
21st-century schizoid man
)

[Verse 3: Kanye West]
Colin Powells, Austin Powers
Lost in translation with a whole fuckin' nation
They say I was the abomination of Obama's nation
Well, that's a pretty bad way to start the conversation
At the end of the day, goddamnit, I'm killing this shit
I know damn well y'all feeling this shit
I don't need your pussy, bitch, I'm on my own dick
I ain't gotta power trip, who you goin' home with?
How Ye doing? I'm survivin'
I was drinkin' earlier, now I'm drivin'
Where the bad bitches, huh? Where you hidin'?
I got the power make your life so excitin'

[Outro: Kanye West & 
Dwele
]
Now this will be a beautiful death
I'm jumping out the window, I'm letting everything go
I'm letting everything go
Mmm, now this will be a beautiful death
I'm jumping out the window, I'm letting everything go
I'm letting everything go
Now this will be a beautiful death
Jumping out the window, letting everything go
Letting everything go
You got the power to let power go?
(21st-century schizoid man)",573,22.0,16.0,True
My Beautiful Dark Twisted Fantasy,20r762YmB5HeofjMCiPMLv,2010-11-22,8,1,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,True,351946,Kanye West,Rick Ross,2,79,1207,"[Produced by Bink! and Mike Dean]

[Intro: Kanye West]
Uh
Uh
I love it, though
I love it, though, huh, you know?
Uh

[Chorus: Kanye West]
Put your hands to the constellations
The way you look should be a sin, you my sensation, uh
I know I'm preachin' to the congregation
We love Jesus, but you done learned a lot from Satan, haha
I mean, a nigga did a lot of waiting
We ain't married, but tonight I need some consummation

[Verse 1: Kanye West]
May the Lord forgive us, may the gods be with us
In that magic hour, I seen good Christians
Make brash decisions, oh, she do it
What happened to religion? Oh, she lose it
She putting on her make-up, she casually allure
Text message break-ups, the casualty of tour
How she gon' wake up and not love me no more?
I thought I was the asshole, I guess it's rubbin' off
Hood phenomenon, the LeBron of rhyme
Hard to be humble when you stunting on a jumbotron
I'm looking at her like, ""This what you really wanted, huh?""
Why we argue anyway? Oh, I forgot, it's summertime

[Chorus: Kanye West]
Put your hands to the constellations
The way you look should be a sin, you my sensation
I know I'm preachin' to the congregation
We love Jesus, but she done learned a lot from Satan, huh
Satan, Satan, Satan
I mean, a nigga did a lot of waiting
We ain't married, but tonight I need some consummation

[Verse 2: Kanye West]
When the sun go down, it's the magic hour, the magic hour
And outta all the colors that'll fill up the skies
You got green on your mind, I can see it in your eyes
Why you standing there with your face screwed up?
Don't leave while you're hot, that's how Ma$e screwed up
Throwin' shit around, the whole place screwed up
Maybe I should call Mase, so he could pray for us
I hit the Jamaican spot, at the bar, take a seat
I ordered the jerk, she said you are what you eat, haha
You see, I always loved that sense of humor
But tonight, you should have seen how quiet the room was
The Lyor Cohen of Dior Homme
That's ""Dior Homme,"" not ""Dior, homie""
The crib Scarface, could it be more Tony?
You love me for me, could you be more phony?

[Chorus: Kanye West]
Put your hands to the constellations
The way you look should be a sin, you my sensation, haha
Haven't said a word, haven't said a word to me this evening
Cat got your tongue?

[Instrumental Interlude: Mike Dean Guitar Solo]

[Verse 3: Rick Ross]
Lookin' at my bitch, I bet she give your ass a bone
Lookin' at my wrist, it'll turn your ass to stone
Stretch limousine, sipping rosé all alone
Double-headed monster with a mind of his own
Cherry-red chariot, excess is just my character
All-black tux, nigga's shoes lavender
I never needed acceptance from all you outsiders
Had cyphers with Yeezy before his mouth wired (Uh)
Before his jaw shattered, climbing up the Lord's ladder
We still speedin', running signs like they don't matter, uh
Hater talkin' never made me mad
Never that, not when I'm in my favorite paper tag
Therefore, G4s at the Clearport
When it come to tools, fool, I'm a Pep Boy
When it came to dope, I was quick to export
Never tired of ballin', so it's on to the next sport
New Mercedes sedan, the Lex' sport
So many cars, DMV thought it was mail fraud
Different traps I was gettin' mail from
Polk County, Jacksonville, right in Melbourne
Whole clique appetites had tapeworms
Spinnin' Teddy Pendergrass vinyl as my J burns
I shed a tear before the night's over
God bless the man I put this ice over (Uh)
Getting 2Pac money twice over
Still a real nigga, red Coogi sweater, dice-roller
I'm makin' love to the angel of death
Catchin' feelings, never stumble, retracin' my steps (Uh)
[Outro]
Uh",675,,,False
The Life Of Pablo,7gsWAHLeT0w7es6FofOXk1,2016-06-10,2,1,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8,True,135920,Kanye West,,1,79,2412669,"[Intro: Pastor T.L. Barrett / Choir & 
Future
]
You're the only power (Power)
You're the only power that can
You're the only power (Power)
You're the only power that can
Oh, oh, oh, Father
(
If Young Metro don't trust you, I'm gon' shoot you
)

[Pre-Chorus: Kid Cudi & Pastor T.L. Barrett / Choir]
Beautiful mornin', you're the sun in my mornin', babe (
Who can I turn to?
)
Nothin' unwanted (
After all, who can I turn to?
)
Beautiful mornin', you're the sun in my mornin', babe (
If I don't turn to You
)
Nothin' unwanted (
No other help I know, I stretch my hands
)

[Chorus: Kanye West & Pastor T.L. Barrett / Choir]
I just wanna feel liberated, I-I, na-na-na (
Who can I turn to?
)
I just wanna feel liberated, I-I, na-na-na (
After all, who can I turn to?
)
If I ever instigated, I am sorry (
If I don't turn to You
)
Tell me who in here could relate, I-I-I (
No other help I know, I stretch my hands
)

[Verse: Kanye West & Kelly Price]
Now, if I fuck this model
And she just bleached her asshole
And I get bleach on my T-shirt
I'ma feel like an asshole
I was high when I met her
We was down in Tribeca
She'll get under your skin if you let her
She'll get under your skin if you— (Uh)
I don't even wanna talk about it, I don't even wanna talk about it
I don't even wanna say nothin'
Everybody gon' say somethin'
I'd be worried if they said nothin'
Remind me where I know you from
She lookin' like she owe you somethin'
You know just what we want, 
I wanna wake up with you in my—

[Pre-Chorus: Kid Cudi, Pastor T.L. Barrett / Choir & Kelly Price]
Beautiful mornin', you're the sun in my mornin', babe (
Who can I turn to?
)
Beautiful mornin'
Nothin' unwanted (
After all, who can I turn to?
)
Beautiful mornin', you're the sun in my mornin', babe (
If I don't turn to You
)
Nothin' unwanted (
No other help I know
)

[Chorus: Kanye West & Pastor T.L. Barrett / Choir]
I just wanna feel liberated, I-I, na-na-na (
Who can I turn to?
)
I just wanna feel liberated, I-I, na-na-na (
After all, who can I turn to?
)
If I ever instigated, I am sorry (
If I don't turn to You
)
Tell me who in here could relate, I-I-I (
No other help I know, I stretch my hands
)",443,37.0,23.0,True
ye,2Ek1q2haOnxVqhvVKqMvJe,2018-06-01,6,1,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,True,271386,Kanye West,PARTYNEXTDOOR,2,79,3756523,"[Intro: Shirley Ann Lee]
Someday, someday
Someday, I, I wanna wear a starry crown

[Verse 1: PARTYNEXTDOOR]
Someday, someday, someday
I wanna lay down, like God did, on Sunday
Hold up, hold up
Someday, somedays, I remembered this on a Sunday
Backway, yeah, way, way, burning, mhm-mhm
Uh, someday, I'm gonna tell everybody
Somedays, I wanna hit the red dot on everybody
Someday, ohh (Heatstroke)
Everyday I'm livin' high, I'm smokin' marijuana
Everyday I'm livin' high, I do whatever I wanna, oh, yeah

[Chorus: Kid Cudi]
I've been tryin' to make you love me
But everything I try just takes you further from me

[Verse 2: Kanye West]
Someday, we gon' set it off
Someday, we gon' get this off
Baby, don't you bet it all
On a pack of fentanyl
You might think they wrote you off
They gon' have to rope me off
Someday, the drama'll be gone
And they'll play this song on and on
Sometimes, I take all the shine
Talk like I drank all the wine
Years ahead but way behind
I'm on one, two, three, four, five
No half-truths, just naked minds
Caught between space and time
This not what they had in mind
But maybe someday

[Chorus: Kid Cudi]
I've been tryin' to make you love me
But everything I try just takes you further from me

[Outro: 070 Shake]
Woah, once again, I am a child
I let it all go of everything that I know, yeah
Of everything that I know, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free
We're still the kids we used to be, yeah, yeah
I put my hand on a stove, to see if I still bleed, yeah
And nothing hurts anymore, I feel kinda free",387,16.0,2.0,True
Late Registration,5ll74bqtkcXlKE7wwkMq4g,2005-08-30,3,1,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,True,236600,Kanye West,Lupe Fiasco,2,78,681,"[Chorus: Kanye West]
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky

[Verse 1: Kanye West]
Back when they thought pink Polos would hurt the Roc
Before Cam got the shit to pop
The doors was closed
I felt like Bad Boy's street team: I couldn't work the locks
Now let's go, take 'em back to the plan
Me and my momma hopped in that U-Haul van
Any pessimists, I ain't talk to them
Plus I ain't have no phone in my apart-a-ment
Let's take 'em back to the club
Least about an hour I stand on line
I just wanted to dance, I went to Jacob an hour
After I got my advance, I just wanted to shine
Jay favorite line: ""Dawg, in due time!""
Now he look at me, like, ""Damn, dawg! You where I am!""
A hip-hop legend
I think I died in that accident, ‘cause this must be Heaven

[Chorus: Kanye West]
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky

[Post-Chorus: Kanye West]
Now let's take them hi-ah-igh-igh-igh-ighhhh
(Top of the world, baby, top, top of the world!)
A-la-la-la-lah-la-lahhhhh
(Top of the world, baby, on top of the world!)
Now let's take them hi-ah-igh-igh-igh-ighhhh
(Top of the world, baby, top, top of the world!)
A-la-la-la-lah-la-lahhhhh
(Top of the world, baby, on top of the world!)

[Verse 2: Kanye West]
Back when Gucci was the shit to rock
Back when Slick Rick got the shit to pop
I'd do anything to say I got it
Damn, them new loafers hurt my pocket
Before anybody wanted K. West beats
Me and my girl split the buffet at KFC
Dawg, I was havin' nervous breakdowns
Like ""Man, these niggas that much better than me?""
Baby, I'm goin' on an aeroplane
And I don't know if I'll be back again
Sure enough, I sent the plane tickets
But when she came to kick it, things became different
Any girl I cheated on, sheets I skeeted on
Couldn't keep it at home, thought I needed a Nia Long
I'm tryin' to right my wrongs
But it's funny them same wrongs helped me write this song, now

[Chorus: Kanye West]
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky

[Verse 3: Lupe Fiasco]
Yes, yes, yes, guess who's on third?
Lupe steal like Lupin the 3rd
Here like ear 'til I'm beer on the curb
Peachfuzz buzz but beard on the verge
Let's slow it down like we're on the syrup
Bottle-shaped body like Mrs. Butterworth
But before you say another word
I'm back on the block like I'm layin' on the street
I'm tryna stop lyin' like I'm Mumm-Ra
But I'm not lyin' when I'm layin' on the beat, en garde
Or touché, Lupe cool as the unthawed
But I still feel possessed as a gun charge
Come as correct as a porn star
In a fresh pair steps in my best foreign car
So, I represent the first
Now let me end my verse right where the horns are, like uh

[Chorus: Kanye West]
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky

[Outro: Kanye West]
We back at home, baby!
Sky high, I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
Sky, sky high! I’m, I’m sky high!
Yeah, keep it rollin'!
Yeah, uh, feels good to be home, baby!
Feels good to be home!

[Produced by Just Blaze]",708,42.0,9.0,True
Watch The Throne,0OcMap99vLEeGkBCfCwRwS,2011-08-08,1,1,No Church In The Wild,7r6PigmGzlB3YPB7wvBBbi,True,272506,JAY-Z,"Kanye West, Frank Ocean, The-Dream",4,76,52020,"[Produced By 88 Keys, Kanye West & Mike Dean]

[Chorus: Frank Ocean]
Human beings in a mob
What's a mob to a king?
What's a king to a god?
What's a god to a non-believer
Who don't believe in anything?
Will he make it out alive?
Alright, alright
No church in the wild

[Verse 1: JAY-Z]
Tears on the mausoleum floor
Blood stains the Colosseum doors
Lies on the lips of a priest
Thanksgiving disguised as a feast
Rolling in the Rolls-Royce Corniche
Only the doctors got this, I'm hiding from police
Cocaine seats
All white like I got the whole thing bleached
Drug dealer chic
I'm wondering if a thug's prayers reach
Is Pius pious 'cause God loves pious?
Socrates asked whose bias do y'all seek?
All for Plato, screech
I'm out here balling, I know y'all hear my sneaks
Jesus was a carpenter, Yeezy laid beats
Hova flow the Holy Ghost, get the hell up out your seats
Preach

[Chorus: Frank Ocean]
Human beings in a mob
What's a mob to a king?
What's a king to a god?
What's a god to a non-believer
Who don't believe in anything?
Will he make it out alive?
Alright, alright
No church in the wild

[Bridge: The-Dream]
I live by you, desire
I stand by you, walk through the fire
Your love is my scripture
Let me in through your encryption
Yeah, yeah

[Verse 2: Kanye West]
Coke on her Black skin made it stripe like a zebra
I call that jungle fever
You will not control the threesome
Just roll the weed up until I get me some
We formed a new religion
No sins as long as there's permission
And deception is the only felony
So never fuck nobody without telling me
Sunglasses and Advil
Last night was mad real
Sun coming up, 5 a.m
.
I wonder if they got cabs still
Thinking 'bout the girl in all leopard
Who was rubbing the wood like Kiki Shepard
Two tattoos, one read, ""No apologies""
The other said, ""Love is cursed by monogamy""
That's something that the pastor don't preach
That's something that a teacher can't teach
When we die, the money, we can't keep
But we'll probably spend it all 'cause the pain ain't cheap
Preach

[Chorus: Frank Ocean]
Human beings in a mob
What's a mob to a king?
What's a king to a god?
What's a god to a non-believer
Who don't believe in anything?
Will he make it out alive?
Alright, alright
No church in the wild

[Outro: Frank Ocean]
No church in the wild
No church in the wild
No church in the wild",440,72.0,5.0,True
JESUS IS KING,0FgZKfoU2Br5sHOfvZKTI9,2019-10-25,8,1,God Is,6xRWoYwfwIKnT8bQGzKbxR,False,203141,Kanye West,,1,76,4824662,"[Intro]
God is
My light in darkness, oh
God, God is
He, He is my all and all (And I'll never turn back)
God is

[Verse]
Everything that hath breath praise the Lord
Worship Christ with the best of your portions
I know I won't forget all He's done
He's the strength in this race that I run
Every time I look up, I see God's faithfulness
And it shows just how much He is miraculous
I can't keep it to myself, I can't sit here and be still
Everybody, I will tell 'til the whole world is healed
King of Kings, Lord of Lords, all the things He has in store
From the rich to the poor, all are welcome through the door
You won't ever be the same when you call on Jesus' name
Listen to the words I'm sayin', Jesus saved me, now I'm sane
And I know, I know God is the force that picked me up
I know Christ is the fountain that filled my cup
I know God is alive, yeah
He has opened up my vision
Giving me a revelation
This ain't 'bout a dead religion
Jesus brought a revolution
All the captives are forgiven
Time to break down all the prisons
Every man, every woman
There is freedom from addiction
Jesus, You have my soul
Sunday Service on a roll
All my idols, let 'em go
All the demons, let 'em know
This a mission, not a show
This is my eternal soul
This my kids, this the crib
This my wife, this my life
This my God-given right
Thank You, Jesus, won the fight

[Outro]
That's what God is
That's what God is
That's what God is",286,36.0,1.0,True
Graduation,4SZko61aMnmgvNhfhgTuD3,2007-09-11,5,1,Good Life,4ZPdLEztrlZqbJkgHNw54L,True,207000,Kanye West,T-Pain,2,75,1043,"[Produced by DJ Toomp, Kanye West, and Mike Dean]

[Chorus: Kanye West, 
T-Pain
 & 
Both
]
Like we always do at this time
I go for mine, I got to shine
(Now throw yo' hands up in the sky)
I g-go for mine, I got to shine
(Now throw yo' hands up in the sky)
I'ma get on this TV, mama, I'ma
I'ma put shit down
Ayy, 
ayy
, ayy, 
ayy
Ayy, 
ayy
, ayy, 
I'm good

[Verse 1: Kanye West & T-Pain]
Welcome to the good life, where niggas that sell D
Won't even get pulled over in they new V
The good life, let's go on a livin' spree
Shit, they say the best things in life are free
The good life, it feel like Atlanta
It feel like L.A., it feel like Miami
It feel like NY, summertime Chi', ah
(
Now throw yo' hands up in the sky
)
So I roll through good
Y'all pop the trunk, I pop the hood, Ferrari
And she got the goods
And she got that ass, I got to look, sorry
Yo, it's got to be 'cause I'm seasoned
Haters give me them salty looks, Lawry's
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky) Ayy
I'ma get on this TV, mama, I'ma
I'ma put shit down
Ayy, 
ayy
, ayy, 
ayy
Ayy, 
ayy
, ayy, 
I'm good

[Verse 2: Kanye West & T-Pain]
Welcome to the good life
Where we like the girls who ain't on TV
'Cause they got mo' 
ass than the models
The good life, so keep it comin' with the bottles
'Cause she feel booze like she bombed at Apollo
The good life, it feel like Houston
It feel like Philly, it feel like D.C.​
It feel like VA or the Bay or Yay
Ayy, this is the good life
(Welcome to the good life)
Homie, tell me what's good
Why I only got a problem when you in the hood
(Welcome to the good life)
Like I'm new in the hood
The only thing I wish, I wish a nigga would
(Welcome to the good life)
He probably think he could
But, but, I don't think he should
(Oh, welcome to the good li-li-li-life, oh)
50 told me, ""Go 'head, switch the style up
And if they hate then let 'em hate and watch the money pile up""
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine (Yeah), I got to shine
(Now throw yo' hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo' hands up in the sky) Ayy
I'ma get on the TV, mama, I'ma
I'ma put shit down
Ayy, 
ayy
, ayy, 
ayy
Ayy, 
ayy
, ayy, 
I'm good

[Verse 3: Kanye West & T-Pain]
Yeah, yeah
Have you ever popped champagne on a plane, while gettin' some brain?
Whipped it out, she said, ""I never seen 
Snakes on a Plane
""
Whether you broke or rich, you gotta get this
Havin' money's not everythin', not havin' it is
I was splurgin' on trips
But when I get my card back activated, I'm back to Vegas
(Welcome to the good life)
'Cause I always had a passion for flashin'
Before I had it, I closed my eyes and imagined the good life

[Outro: T-Pain]
Ayy, it's the good life, better than the life I lived
When I thought that I was gonna go crazy
And now my grandmama
Ain't the only girl callin' me baby
If you feelin' me now, then put yo' hands up in the sky
And let me hear you say, ""Hey, hey"" (Hey, hey, hey)
(Ooh) I'm good!",674,7.0,21.0,True
Graduation,4SZko61aMnmgvNhfhgTuD3,2007-09-11,10,1,Everything I Am,0NrtwAmRAdLxua31SzHvXr,True,227893,Kanye West,DJ Premier,2,75,2170,"[Produced by Kanye West]

[Chorus]
Damn
Here we go again
Common passed on this beat, I made it to a jam
Now everything I'm not made me everything I am
Damn (
Here we go
)
Here we go again
People talkin' shit, but when the shit hit the fan
Everything I'm not made me everything I am

[Verse 1]
I'll never be picture-perfect, Beyoncé
Be light as Al B or black as Chauncey
Remember him from Blackstreet? He was black as the street was
I'll never be laid back as this beat was
I never could see why people'll reach a
Fake-ass facade that they couldn't keep up
You see how I creeped up? You see how I played a big
Role in Chicago like Queen Latifah?
I'll never rock a mink coat in the wintertime like Killa Cam
Or rock some mink boots in the summertime like will.i.am
Let me know if you feel it, man
'Cause everything I'm not made me everything I am

[Chorus]
Damn
Here we go again
Everybody sayin' what's not for him
But everything I'm not made me everything I am
Damn (
Here we go
)
Here we go again
People talkin' shit, but when the shit hit the fan
Everything I'm not made me everything I am

[Verse 2]
And I'm back to tear it up
Haters start your engines, I hear 'em gearin' up
People talk so much shit about me at barbershops
They forget to get they hair cut
Okay, fair enough, the streets is flarin' up
'Cause they want gun talk, or I don't wear enough
Baggy clothes, Reeboks, or A-di-dos
Can I add that he do spaz out at his shows?
So, say goodbye to the NAACP Award
Goodbye to the India Arie Award
They'd rather give me the Ni-Nigga Please Award
But I'll just take the I Got a Lot of Cheese Award

[Chorus]
Damn
Here we go again
Bum-tu-bum-bum-bum
But everything I'm not made me everything I am
(
Here we go
) Damn
Here we go again
People talkin' shit, but when the shit hit the fan
Everything I'm not made me everything I am

[Verse 3]
I know people wouldn't usually rap this
But I got the facts to back this
Just last year, Chicago had over six hundred caskets
Man, killing's some wack shit
Oh, I forgot, 'cept for when niggas is rappin'
Do you know what it feel like when people is passin'?
He got changed over his chains a block off Ashland
I need to talk to somebody, pastor
The church want tithe, so I can't afford to pay
Pink slip on my door, 'cause I can't afford to stay
My fifteen seconds up, but I got more to say
That's enough, Mr. West, please, no more today

[Chorus]
(Here we go!) Damn
Here we go again
Everybody sayin' what's not for him
But everything I'm not made me everything I am
(Here we go) Damn
Here we go again
People talkin' shit, but when the shit hit the fan
Everything I'm not made me everything I am

[Outro]
Here we go-we go
Here we go-we go
Go-go-go again",529,,,False
Graduation,4SZko61aMnmgvNhfhgTuD3,2007-09-11,1,1,Good Morning,6MXXY2eiWkpDCezVCc0cMH,True,195093,Kanye West,,1,73,1428,"[Produced by Kanye West]

[Intro: Kanye West]
Uh, uh
Uh, uh

[Chorus: Kanye West]
Good mornin'
Good mornin'
Good mornin'
Good mornin'

[Verse 1: Kanye West]
Wake up, Mr. West, Mr. West
Mr. Fresh, Mr. By Himself, he's so impressed
I mean, damn, did you even see the test?
You got D's, motherfucker, D's, Rosie Perez
And yer ass barely passed any and every class
Lookin' at every ass, cheated on every test
I guess, this is my dissertation
Homie, this shit is basic, welcome to 
Graduation

[Chorus: Kanye West]
Good mornin'
Good mornin'
Good mornin'
Good mornin'

[Verse 2: Kanye West]
Good mornin', on this day we become legendary
Everythin' we dreamed of
I'm like the fly Malcolm X, buy any jeans necessary
Detroit Red cleaned up
From the streets to the league, from an eighth to a key
But you graduate when you make it up outta the streets
From the moments of pain, look how far we done came
Haters sayin' you changed, now you doin' your thing

[Chorus: Kanye West]
Good mornin'
Good mornin'
Good mornin' and—
Good mornin'

[Verse 3: Kanye West]
Good mornin' and look at the valedictorian
Scared of the future while I hop in the DeLorean
Scared to face the world, complacent career student
Some people graduate, but be still stupid
They tell you, ""Read this, eat this, don't look around
Just peep this, preach this, teach us, Jesus""
Okay, look up now, they done stole yo' streetness
After all of that, you received this

[Chorus: Kanye West & JAY-Z]
Good mornin'
Hustlers, that's if you're still livin', get on down
Every time that we hear them
Good mornin'
Hustlers, that's if you're still livin', get on down
Every time that we hear them
Good mornin'
Hustlers, that's if you're still livin', get on down
Every time that we hear them
Good mornin'
Hustlers, that's if you're still livin', get on down
[Outro: JAY-Z]
Get on down
Get— Get on down
Get on down
Get— Get on down",336,,,False
